ID	Family	Group	Color	New	Check	Information	Function	File	Status	Severity	Comment	CWE ID	Key	Line	Col
609	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.6 The value of a composite expression shall not be assigned to an object with wider essential type.	Category: Required	MPC5777C_eqadc_power_up_calibration()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\eqadc\MPC5777C_eqadc.c	Unreviewed	Unset			8C98319A259A252808A13A64C08923044C182E6CD4B9	211	57
610	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.3 The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	Category: Required	MPC5777C_eqadc_power_up_calibration()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\eqadc\MPC5777C_eqadc.c	Unreviewed	Unset			8C98349A259A252808A13A64C08923044C182E66D4B9	214	57
611	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_EQADC.h	Unreviewed	Unset			1C38720DAB378EDBB62068B8991346	889	12
612	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_EQADC.h	Unreviewed	Unset			9C32660DAB378EDBB62068B89913E6	923	17
613	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.1 Operands shall not be of an inappropriate essential type.	Category: Required	MPC5777C_eqadc_power_up_calibration()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\eqadc\MPC5777C_eqadc.c	Unreviewed	Unset			8C98349A259A252808A13A64C08923044C182E62DC89	214	71
614	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_EQADC.h	Unreviewed	Unset			1C33720DAB378EDBB62068B89913E6	839	17
615	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.1 Operands shall not be of an inappropriate essential type.	Category: Required	MPC5777C_eqadc_power_up_calibration()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\eqadc\MPC5777C_eqadc.c	Unreviewed	Unset			8C98369A259A252808A13A64C08923044C182E62E099	216	83
616	Custom Rule	2 Preprocessing	Not Applicable	yes	2.1 All macros must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\can\mcan\MPC5777C_mcan.c	Unreviewed	Unset			268DA175E6D17BD6048C173172	16	9
617	MISRA C:2012	20 Preprocessing directives	Not Applicable	yes	20.7 Expressions resulting from the expansion of macro parameters shall be enclosed in parentheses.	Category: Required	File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\can\mcan\MPC5777C_mcan.c	Unreviewed	Unset			460E9A4D924D921404D01D3260C49102460C173760	285	0
618	MISRA C:2012	7 Literals and constants	Not Applicable	yes	7.2 A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type.	Category: Required	File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			9163A952A95282801AA3460C983240DC712307	26	8
619	MISRA C:2012	7 Literals and constants	Not Applicable	yes	7.2 A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type.	Category: Required	File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			9183A952A95282801AA3460C983240DC712307	28	8
620	MISRA C:2012	7 Literals and constants	Not Applicable	yes	7.2 A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type.	Category: Required	File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			A123A952A95282801AA3460C983240DC712307	42	8
621	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.4 Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D99369A259A252808A13A64C08923044C182E68C4C9	436	19
622	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			98326C0DAB378EDBB62068B8A11307	126	18
623	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A336C0DAB378EDBB62068B8991346	436	12
624	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			9830680DAB378EDBB62068B8A11307	104	18
625	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A326C0DAB378EDBB62068B89913A6	426	15
626	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			9834700DAB378EDBB62068B8A11307	148	18
627	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			9939660DAB378EDBB62068B8A11307	393	18
628	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A376C0DAB378EDBB62068B89913C6	476	16
629	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A30680DAB378EDBB62068B8A11307	404	18
630	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			19316E0DAB378EDBB62068B8A11307	217	18
631	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A35600DAB378EDBB62068B8991346	450	12
632	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A316A0DAB378EDBB62068B8A11307	415	18
633	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A32640DAB378EDBB62068B89913C6	422	16
634	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A34680DAB378EDBB62068B89913E6	444	17
635	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.1 Operands shall not be of an inappropriate essential type.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D19369A259A252808A13A64C08923044C182E62C4C9	426	19
636	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A38640DAB378EDBB62068B8992366	482	23
637	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A33600DAB378EDBB62068B8991327	430	19
638	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A33700DAB378EDBB62068B89913E6	438	17
639	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A39680DAB378EDBB62068B8992366	494	23
640	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A33640DAB378EDBB62068B8991346	432	12
641	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A34640DAB378EDBB62068B89913C6	442	16
642	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.4 Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D19369A259A252808A13A64C08923044C182E68C4C9	426	19
643	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A36680DAB378EDBB62068B8992366	464	23
644	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			98316A0DAB378EDBB62068B8A11307	115	18
645	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A35640DAB378EDBB62068B8991307	452	18
646	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A35680DAB378EDBB62068B8991307	454	18
647	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A35700DAB378EDBB62068B89913C6	458	16
648	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.3 The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D99319A259A252808A13A64C08923044C182E66C4C9	431	19
649	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A38680DAB378EDBB62068B8991327	484	19
650	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A37700DAB378EDBB62068B8991346	478	12
651	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A34600DAB378EDBB62068B8991346	440	12
652	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A386C0DAB378EDBB62068B8992386	486	24
653	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A38700DAB378EDBB62068B8991346	488	12
654	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A39600DAB378EDBB62068B8991307	490	18
655	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A39640DAB378EDBB62068B8991346	492	12
656	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A32700DAB378EDBB62068B8991346	428	12
657	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A36600DAB378EDBB62068B8992366	460	23
659	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A36640DAB378EDBB62068B8992366	462	23
660	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A34700DAB378EDBB62068B8991327	448	19
661	Custom Rule	4 Structs	Not Applicable	yes	4.4 All struct bit fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			9835720DAB378EDBB62068B8A11307	159	18
662	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A37600DAB378EDBB62068B89913C6	470	16
663	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A346C0DAB378EDBB62068B8991346	446	12
664	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A37640DAB378EDBB62068B8992306	472	20
666	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A356C0DAB378EDBB62068B8991307	456	18
667	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.3 The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D19369A259A252808A13A64C08923044C182E66C4C9	426	19
668	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A366C0DAB378EDBB62068B8992346	466	22
669	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A32680DAB378EDBB62068B89913E6	424	17
670	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.1 Operands shall not be of an inappropriate essential type.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D99319A259A252808A13A64C08923044C182E62C4C9	431	19
671	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.4 Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D99319A259A252808A13A64C08923044C182E68C4C9	431	19
672	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.1 Operands shall not be of an inappropriate essential type.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D99369A259A252808A13A64C08923044C182E62C4C9	436	19
673	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A33680DAB378EDBB62068B8992306	434	20
674	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A37680DAB378EDBB62068B8991307	474	18
675	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A36700DAB378EDBB62068B8991346	468	12
676	Custom Rule	4 Structs	Not Applicable	yes	4.3 All struct fields must follow the specified pattern.		File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\common\MPC5777C_REGISTER_FCCU.h	Unreviewed	Unset			1A38600DAB378EDBB62068B8992346	480	22
677	MISRA C:2012	10 The essential type model	Not Applicable	yes	10.3 The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	Category: Required	MPC5777C_fccu_run_operation()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\fccu\MPC5777C_fccu.c	Unreviewed	Unset			0D99369A259A252808A13A64C08923044C182E66C4C9	436	19
680	MISRA C:2012	Dir 4 Code design	Not Applicable	yes	Dir 4.3 Assembly language shall be encapsulated and isolated.	Category: Required	MPC5777C_exc_initialize()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\exc\MPC5777C_exc.c	Unreviewed	Unset			264C9A4D924D921404D01D3260C49102880D173368	115	4
683	MISRA C:2012	11 Pointer type conversions	Not Applicable	yes	11.1 Conversions shall not be performed between a pointer to a function and any other type.	Category: Required	MPC5777C_exc_spe_unavailable_handler()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\exc\MPC5777C_exc.c	Unreviewed	Unset			0D1C389A259A252808A13A64C08923044C982E62D4B1	488	56
684	MISRA C:2012	11 Pointer type conversions	Not Applicable	yes	11.8 A cast shall not remove any const or volatile qualification from the type pointed to by a pointer.	Category: Required	File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\exc\MPC5777C_exc.c	Unreviewed	Unset			730653A453A4050134478C183164808913C50E9A	70	5
685	MISRA C:2012	11 Pointer type conversions	Not Applicable	yes	11.1 Conversions shall not be performed between a pointer to a function and any other type.	Category: Required	File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\exc\MPC5777C_exc.c	Unreviewed	Unset			83A653A453A4050134478C183164808913C54C9A	85	5
687	MISRA C:2012	11 Pointer type conversions	Not Applicable	yes	11.1 Conversions shall not be performed between a pointer to a function and any other type.	Category: Required	File Scope	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\exc\MPC5777C_exc.c	Unreviewed	Unset			530753A453A4050134478C183164808913C54C9A	58	5
688	MISRA C:2012	11 Pointer type conversions	Not Applicable	yes	11.1 Conversions shall not be performed between a pointer to a function and any other type.	Category: Required	MPC5777C_exc_fp_data_handler()	D:\Jenkins\workspace\Software\SW06_Platform\01_basic_sw_03_Polyspace_BugFinder\04_Coding\01_basic_sw\02_mcal\MPC5777C\exc\MPC5777C_exc.c	Unreviewed	Unset			4D98329A259A252808A13A64C08923044C982E62D0C1	512	48
